anime_id,name,genre,type,episodes,rating,members,cluster,pca_1,pca_2
17074,Monogatari Series: Second Season,"Comedy, Mystery, Romance, Supernatural, Vampire",TV,26.0,8.8,205959,1,3.4169446450686,0.32169667835906335
21939,Mushishi Zoku Shou,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10.0,8.8,101351,2,1.5441740950052765,0.0670984863312657
457,Mushishi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,26.0,8.78,300030,1,5.101073950810101,0.5506495932627701
2001,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,27.0,8.78,562962,0,9.808279004622905,1.190581642687794
245,Great Teacher Onizuka,"Comedy, Drama, School, Shounen, Slice of Life",TV,43.0,8.77,268487,1,4.536367604635359,0.47387926239770406
32983,Natsume Yuujinchou Go,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13.0,8.76,38865,4,0.42550305080926026,-0.08498187680586496
5258,Hajime no Ippo: New Challenger,"Comedy, Drama, Shounen, Sports",TV,26.0,8.75,88995,2,1.3229677540315228,0.03702607063939256
28957,Mushishi Zoku Shou: Suzu no Shizuku,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Movie,1.0,8.75,32266,4,0.30736282386803326,-0.10104272749789077
11665,Natsume Yuujinchou Shi,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13.0,8.75,98431,2,1.4918980739917316,0.059991699845326124
431,Howl no Ugoku Shiro,"Adventure, Drama, Fantasy, Romance",Movie,1.0,8.74,333186,1,5.694657427770751,0.6313456935120212
11741,Fate/Zero 2nd Season,"Action, Fantasy, Supernatural, Thriller",TV,12.0,8.73,340973,1,5.834066118055844,0.6502979354181896
31757,Kizumonogatari II: Nekketsu-hen,"Action, Mystery, Supernatural, Vampire",Movie,1.0,8.73,34347,4,0.34461844021364524,-0.09597792521116463
19,Monster,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",TV,74.0,8.72,247562,1,4.161752625283158,0.4229513489667841
12365,Bakuman. 3rd Season,"Comedy, Drama, Romance, Shounen",TV,25.0,8.71,133620,2,2.121877835445715,0.14563577849386325
1535,Death Note,"Mystery, Police, Psychological, Supernatural, Thriller",TV,37.0,8.71,1013917,0,17.88161224303494,2.288129896032619
32366,Gintama°: Aizome Kaori-hen,"Comedy, Parody",OVA,2.0,8.69,16947,4,0.03311064376306938,-0.13832658440820195
30654,Ansatsu Kyoushitsu (TV) 2nd Season,"Action, Comedy, School, Shounen",TV,25.0,8.68,176475,2,2.8891000548071757,0.24993760549898006
20583,Haikyuu!!,"Comedy, Drama, School, Shounen, Sports",TV,25.0,8.68,284498,1,4.823008485610656,0.5128473303519434
19647,Hajime no Ippo: Rising,"Comedy, Drama, Shounen, Sports",TV,25.0,8.68,66756,2,0.9248285652232263,-0.017099896710200152
4282,Kara no Kyoukai 5: Mujun Rasen,"Action, Drama, Mystery, Romance, Supernatural, Thriller",Movie,1.0,8.68,111074,2,1.7182425033322275,0.09076262503085156
10379,Natsume Yuujinchou San,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13.0,8.67,102322,2,1.5615576622669722,0.06946173622093946
22135,Ping Pong The Animation,"Psychological, Seinen, Sports",TV,11.0,8.67,97187,2,1.4696270568202077,0.05696401409583679
21329,Mushishi Special: Hihamukage,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,1.0,8.66,49036,4,0.6075918897574674,-0.060227381823504816
31043,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural",TV,12.0,8.65,402381,1,6.9334380010694625,0.7997546287498946
7785,Yojouhan Shinwa Taikei,"Mystery, Psychological, Romance",TV,11.0,8.65,122531,2,1.9233542748227015,0.11864702666421109
3297,Aria The Origination,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13.0,8.64,56162,4,0.735166864326824,-0.0428839022006262
30709,Kamisama Hajimemashita: Kako-hen,"Comedy, Demons, Fantasy, Shoujo, Supernatural",OVA,4.0,8.64,33422,4,0.32805839931038183,-0.09822921887537496
6114,Rainbow: Nisha Rokubou no Shichinin,"Drama, Historical, Seinen, Thriller",TV,26.0,8.64,139474,2,2.226680515929719,0.15988342509957917
31240,Re:Zero kara Hajimeru Isekai Seikatsu,"Drama, Fantasy, Psychological, Thriller",TV,25.0,8.64,355839,1,6.10020835380494,0.6864792668907849
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,"Action, Mecha, Sci-Fi, Space, Super Power",Movie,1.0,8.64,82253,2,1.2022674342803856,0.02061718211603475
5300,Zoku Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13.0,8.64,114173,2,1.7737231160448905,0.09830506726370322
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",TV,11.0,8.62,463835,0,8.033633410441514,0.949323278307063
24415,Kuroko no Basket 3rd Season,"Comedy, School, Shounen, Sports",TV,25.0,8.62,184525,1,3.033217167532873,0.26952994495508065
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"Sci-Fi, Thriller",Movie,1.0,8.61,192424,1,3.1746309654732814,0.28875477593194265
10408,Hotarubi no Mori e,"Drama, Romance, Shoujo, Supernatural",Movie,1.0,8.61,197439,1,3.2644132412893523,0.3009604383384451
28171,Shokugeki no Souma,"Ecchi, School, Shounen",TV,24.0,8.61,348951,1,5.976894233003125,0.66971503904313
32995,Yuri!!! on Ice,"Comedy, Sports",TV,12.0,8.61,103178,2,1.5768824136325867,0.07154509554695462
21899,Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,1.0,8.6,11104,4,-0.07149510650478777,-0.15254745887304616
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,"Action, Adventure, Drama, Shounen, Supernatural",TV,24.0,8.6,93657,2,1.40643036018397,0.048372590707012525
7472,Gintama Movie: Shinyaku Benizakura-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,1.0,8.59,51185,4,0.6460648928938059,-0.05499707902957185
777,Hellsing Ultimate,"Action, Horror, Military, Seinen, Supernatural, Vampire",OVA,10.0,8.59,297454,1,5.054956474737877,0.5443800446368179
22535,Kiseijuu: Sei no Kakuritsu,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",TV,24.0,8.59,425457,0,7.346561789051847,0.8559177126367241
28735,Shouwa Genroku Rakugo Shinjuu,"Drama, Historical, Josei",TV,13.0,8.59,71295,2,1.0060891335042128,-0.006052737854145396
12431,Uchuu Kyoudai,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",TV,99.0,8.59,72958,2,1.035861401636242,-0.002005276920543503
28805,Bakemono no Ko,"Adventure, Supernatural",Movie,1.0,8.58,80825,2,1.1767023116751316,0.01714167146469167
578,Hotaru no Haka,"Drama, Historical",Movie,1.0,8.58,174878,2,2.8605093679720284,0.24605077741060835
16894,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",TV,25.0,8.58,243325,1,4.08589868657275,0.41263920706920676
5028,Major S5,"Comedy, Drama, Romance, Sports",TV,25.0,8.58,28653,4,0.24268019923723264,-0.10983615885874685
21,One Piece,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",TV,35.91559530463946,8.58,504862,0,8.768129408428742,1.0491760622655026
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",TV,26.0,8.57,113993,2,1.77050062159885,0.09786697768580283
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,39.0,8.57,74074,2,1.0558408672016928,0.0007108784624388909
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),"Action, Mystery, Romance, Supernatural, Thriller",Movie,1.0,8.57,95658,2,1.4422537567757863,0.053242686514671844
17389,Kingdom 2nd Season,"Action, Historical, Military, Seinen",TV,39.0,8.57,31234,4,0.28888718904406807,-0.10355444107785299
170,Slam Dunk,"Comedy, Drama, School, Shounen, Sports",TV,101.0,8.56,82570,2,1.2079426050548014,0.021388706539337082
10162,Usagi Drop,"Josei, Slice of Life",TV,11.0,8.56,194855,1,3.2181525432417497,0.29467141906458616
18617,Girls und Panzer der Film,"Military, School",Movie,1.0,8.55,25641,4,0.1887571255068226,-0.11716685779561331
32182,Mob Psycho 100,"Action, Comedy, Slice of Life, Supernatural",TV,12.0,8.55,193716,1,3.1977613144970825,0.291899285568872
877,Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",TV,47.0,8.55,197256,1,3.2611370386025444,0.3005150472675797
2251,Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",TV,13.0,8.54,363215,1,6.2322590151049075,0.7044312042607472
24687,Mushishi Zoku Shou: Odoro no Michi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,1.0,8.54,34011,4,0.3386031172477031,-0.09679569242324536
16498,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",TV,25.0,8.54,896229,0,15.774673763226012,2.0016971946773934
10030,Bakuman. 2nd Season,"Comedy, Drama, Romance, Shounen",TV,25.0,8.53,151561,2,2.443071017981334,0.18930114025559
5941,Cross Game,"Comedy, Drama, Romance, School, Sports",TV,50.0,8.53,53108,4,0.6804918752256712,-0.05031682203900273
30346,Doukyuusei (Movie),"Romance, School, Shounen Ai, Slice of Life",Movie,1.0,8.53,28864,4,0.24645767883786893,-0.10932262052020807
3784,Evangelion: 2.0 You Can (Not) Advance,"Action, Mecha, Sci-Fi",Movie,1.0,8.53,182224,1,2.992022946864323,0.26392969985092074
13125,Shinsekai yori,"Drama, Horror, Mystery, Sci-Fi, Supernatural",TV,25.0,8.53,288376,1,4.892435338175906,0.5222857269247084
12029,Uchuu Senkan Yamato 2199,"Action, Drama, Military, Sci-Fi, Space",OVA,26.0,8.53,44223,4,0.5214259688197306,-0.07194141037036346
14397,Chihayafuru 2,"Drama, Game, Josei, Slice of Life, Sports",TV,25.0,8.52,86074,2,1.2706738302710554,0.029916850322464633
10087,Fate/Zero,"Action, Fantasy, Supernatural",TV,13.0,8.51,453630,0,7.850935878097943,0.9244860330710994
14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Shounen, Supernatural, Vampire",TV,26.0,8.51,190197,1,3.134761548076992,0.28333463432091954
9756,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",TV,12.0,8.51,462974,0,8.018219145341288,0.9472277498261062
10165,Nichijou,"Comedy, School, Slice of Life",TV,26.0,8.52,254436,1,4.284816107628058,0.4396815031806023
13601,Psycho-Pass,"Action, Police, Psychological, Sci-Fi",TV,22.0,8.5,509109,0,8.88369494097435,1.0633830364021106
22789,Barakamon,"Comedy, Slice of Life",TV,12.0,8.5,225927,1,3.813959261981994,0.374165909463293
30230,Diamond no Ace: Second Season,"Comedy, School, Shounen, Sports",TV,51.0,8.5,38531,4,0.4590560997031379,-0.08192428242682206
18115,Magi: The Kingdom of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25.0,8.5,245026,1,4.155883825453807,0.4206496475095123
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1.0,8.5,135735,2,2.1992747115526647,0.1546538249633397
11917,Major: World Series,"Comedy, Drama, Sports",OVA,2.0,8.5,13405,4,0.009231680529737461,-0.14307671983973927
205,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26.0,8.5,390076,1,6.752677266554729,0.7736768323675735
32282,Shokugeki no Souma: Ni no Sara,"Ecchi, School, Shounen",TV,13.0,8.5,185015,1,3.0815220798908474,0.27459301606851205
6594,Katanagatari,"Action, Adventure, Historical, Martial Arts, Romance",TV,12.0,8.49,207241,1,3.479428532989152,0.3286873436152563
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1.0,8.49,85361,2,1.2974417380813257,0.03205202275692834
7655,Major S6,"Comedy, Drama, Sports",TV,25.0,8.49,24788,4,0.21301864874795037,-0.11537242169951653
2246,Mononoke,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural",TV,12.0,8.49,88850,2,1.3599044220937428,0.04054365907523086
25835,Shirobako,"Comedy, Drama",TV,24.0,8.49,146895,2,2.399069367207172,0.18181537879316365
2921,Ashita no Joe 2,"Drama, Sports",TV,47.0,8.48,6259,4,-0.11870134897806797,-0.1604688760823846
136,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",TV,62.0,8.48,166255,2,2.7456665476257434,0.22893434672733845
30503,Noragami Aragoto,"Action, Adventure, Shounen, Supernatural",TV,13.0,8.48,299434,1,5.129936480010298,0.5530695239228691
12531,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School",TV,12.0,8.48,146592,2,2.393644834889671,0.181077928003698
523,Tonari no Totoro,"Adventure, Comedy, Supernatural",Movie,1.0,8.48,271484,1,4.629554703527907,0.48504394779889237
467,Ghost in the Shell: Stand Alone Complex,"Action, Mecha, Military, Police, Sci-Fi, Seinen",TV,26.0,8.47,194491,1,3.2511685097279535,0.29765599851397895
572,Kaze no Tani no Nausicaä,"Adventure, Fantasy",Movie,1.0,8.47,143273,2,2.3342256178540697,0.17300004295341256
19815,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",TV,12.0,8.47,602291,0,10.551908704701795,1.290172275557187
2559,Romeo no Aoi Sora,"Adventure, Drama, Historical, Slice of Life",TV,33.0,8.47,15074,4,0.03911136514330131,-0.13901465592020737
392,Yuu☆Yuu☆Hakusho,"Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen",TV,112.0,8.47,195017,1,3.2605853546091605,0.2989361936138435
486,Kino no Tabi: The Beautiful World,"Action, Adventure, Slice of Life",TV,13.0,8.46,102822,2,1.6100416020941708,0.07454914564425413
11771,Kuroko no Basket,"Comedy, School, Shounen, Sports",TV,25.0,8.46,338315,1,5.8260131831019555,0.6476993065803408
1698,Nodame Cantabile,"Comedy, Drama, Josei, Music, Romance, Slice of Life",TV,23.0,8.46,157025,2,2.580424193531559,0.20647008670500203
5341,Ookami to Koushinryou II,"Adventure, Fantasy, Historical, Romance",TV,12.0,8.46,210491,1,3.5376124604871038,0.33659729432734664
25781,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Fantasy, Shoujo, Supernatural",OVA,2.0,8.45,92543,2,1.4260192664783393,0.049531796915153775
10863,Steins;Gate: Oukoubakko no Poriomania,"Sci-Fi, Thriller",Special,1.0,8.46,159548,2,2.625592824016892,0.21261064228857238
28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Shounen, Supernatural",TV,13.0,8.45,205987,1,3.456978488348403,0.32563531955588365
5420,Kemono no Souja Erin,"Drama, Fantasy",TV,50.0,8.45,36751,4,0.4271892101811825,-0.08625650158605921
9260,Kizumonogatari I: Tekketsu-hen,"Mystery, Supernatural, Vampire",Movie,1.0,8.45,99579,2,1.5519829938246756,0.0666562317490822
32,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",Movie,1.0,8.45,215630,1,3.6296146769215585,0.34910475177640266
4224,Toradora!,"Comedy, Romance, School, Slice of Life",TV,25.0,8.45,633817,0,11.116310704178852,1.366901231295451
2236,Toki wo Kakeru Shoujo,"Adventure, Drama, Romance, Sci-Fi",Movie,1.0,8.44,289206,1,4.946827184487511,0.5281763005741739
2685,Tsubasa: Tokyo Revelations,"Action, Adventure, Drama, Fantasy, Romance, Shounen",OVA,3.0,8.44,57963,4,0.8069422779001257,-0.034630078661487054
31181,Owarimonogatari,"Comedy, Mystery, Supernatural",TV,12.0,8.43,107855,2,1.700146127354846,0.0867986170085466
45,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Historical, Romance, Samurai",TV,94.0,8.43,218928,1,3.688657936271788,0.35713152637593304
2418,Stranger: Mukou Hadan,"Action, Adventure, Historical, Samurai",Movie,1.0,8.43,125503,2,2.0160938050421886,0.12975086629069107
1365,Detective Conan Movie 06: The Phantom of Baker Street,"Adventure, Mystery, Police, Shounen",Movie,1.0,8.42,28462,4,0.2787933409410202,-0.10643052664837199
22297,Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Magic, Shounen, Supernatural",TV,12.0,8.42,267484,1,4.557943715838119,0.4753086238455505
627,Major S1,"Comedy, Drama, Shounen, Sports",TV,26.0,8.42,41061,4,0.5043500494169285,-0.07576669002633331
10937,Mobile Suit Gundam: The Origin,"Action, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6.0,8.42,15420,4,0.04530571557846794,-0.1381725503982433
23755,Nanatsu no Taizai,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,24.0,8.42,331627,1,5.70627961168463,0.631421844930353
4081,Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13.0,8.42,210736,1,3.5419986334831033,0.33719358291948875
4155,One Piece Film: Strong World,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1.0,8.42,85020,2,1.2913369013807712,0.03122208638990595
1889,Higurashi no Naku Koro ni Kai,"Mystery, Psychological, Supernatural, Thriller",TV,24.0,8.41,218101,1,3.6738523645669248,0.3551187481485796
137,Hunter x Hunter OVA,"Action, Adventure, Shounen, Super Power",OVA,8.0,8.41,53168,4,0.721098606406993,-0.04630029825055568
139,Hunter x Hunter: Greed Island Final,"Action, Adventure, Shounen, Super Power",OVA,14.0,8.41,55787,4,0.7679859005968814,-0.03992609489210505
23317,Kuroshitsuji: Book of Murder,"Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural",OVA,2.0,8.41,67261,4,0.973402018785037,-0.012000318131943799
558,Major S2,"Comedy, Drama, Shounen, Sports",TV,26.0,8.41,30689,4,0.31866275833730945,-0.10101038503734888
5040,One Outs,"Psychological, Seinen, Sports",TV,25.0,8.41,83056,2,1.2561759064250857,0.026442042328815085
57,Beck,"Comedy, Drama, Music, Shounen, Slice of Life",TV,26.0,8.4,148328,2,2.4247240035470385,0.18530305859944837
33,Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,25.0,8.4,226430,1,3.8229643436839846,0.3753901264504258
5,Cowboy Bebop: Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi, Space",Movie,1.0,8.4,137636,2,2.2333078334522365,0.15928053767216546
1842,Major S3,"Drama, Shounen, Sports",TV,26.0,8.4,29528,4,0.29787766916034863,-0.10383606281480637
6336,Mobile Suit Gundam Unicorn,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,7.0,8.4,42076,4,0.5225213375432121,-0.0732963515731728
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",OVA,1.0,8.4,28302,4,0.27592890143342874,-0.10681993960650567
1210,NHK ni Youkoso!,"Comedy, Drama, Psychological, Romance",TV,24.0,8.4,291228,1,4.983026538764698,0.533097506832588
338,Rose of Versailles,"Adventure, Drama, Historical, Romance, Shoujo",TV,40.0,8.4,32188,4,0.3454989759740573,-0.097362072385834
13759,Sakurasou no Pet na Kanojo,"Comedy, Drama, Romance, School, Slice of Life",TV,24.0,8.4,380375,1,6.579002718660071,0.7500662379497309
6547,Angel Beats!,"Action, Comedy, Drama, School, Supernatural",TV,13.0,8.39,717796,0,12.619765487979022,1.5712919238648761
5081,Bakemonogatari,"Mystery, Romance, Supernatural, Vampire",TV,15.0,8.39,482268,0,8.403167310828952,0.9980565788441976
32867,Bungou Stray Dogs 2nd Season,"Mystery, Seinen, Supernatural",TV,12.0,8.39,83641,2,1.266649013374717,0.02786583345699134
264,Hajime no Ippo: Champion Road,"Comedy, Shounen, Sports",Special,1.0,8.39,47840,4,0.625712770804196,-0.0592677497564071
12859,One Piece Film: Z,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1.0,8.39,76051,2,1.1307671642333452,0.009393056255525056
853,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",TV,26.0,8.39,422271,0,7.329056203722906,0.8520340210370342
5460,Detective Conan Movie 13: The Raven Chaser,"Action, Mystery, Police, Shounen",Movie,1.0,8.38,21798,4,0.15948943544983418,-0.12264957635463962
6746,Durarara!!,"Action, Mystery, Supernatural",TV,24.0,8.38,556431,0,9.730888730838378,1.1785567864321216
5690,Nodame Cantabile Finale,"Comedy, Josei, Music, Romance",TV,11.0,8.38,67697,4,0.9812076164432239,-0.010939167821029522
329,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space",TV,26.0,8.38,105044,2,1.6498215057558476,0.07995711810033557
34240,Shelter,"Music, Sci-Fi",Music,1.0,8.38,71136,2,1.0427751631095188,-0.0025692230521438264
513,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",Movie,1.0,8.38,151061,2,2.4736522108860854,0.1919547186905692
6945,Gintama: Shiroyasha Koutan,"Action, Comedy, Historical, Parody, Sci-Fi",Special,1.0,8.37,27213,4,0.25643281003488405,-0.109470381552803
1142,Hachimitsu to Clover II,"Drama, Josei, Romance",TV,12.0,8.37,61493,4,0.8701389745363632,-0.02603865527266283
6811,InuYasha: Kanketsu-hen,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,26.0,8.37,99128,2,1.543908854962652,0.06555857397334289
16664,Kaguya-hime no Monogatari,"Fantasy, Historical",Movie,1.0,8.37,45547,4,0.5846617721110252,-0.06484852421266037
1604,Katekyo Hitman Reborn!,"Action, Comedy, Shounen, Super Power",TV,203.0,8.37,258103,1,4.389998046958645,0.4524768553439753
22145,Kuroshitsuji: Book of Circus,"Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,10.0,8.37,122895,2,1.9694034410684471,0.12340343507311216
2966,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance",TV,13.0,8.37,334932,1,5.765448190263318,0.6394656563468019
31964,Boku no Hero Academia,"Action, Comedy, School, Shounen, Super Power",TV,13.0,8.36,282002,1,4.817855795658204,0.5106429821342051
19363,Gin no Saji 2nd Season,"Comedy, School, Shounen, Slice of Life",TV,11.0,8.36,67032,4,0.9693022897397966,-0.012557665428272607
18195,Little Busters!: Refrain,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,13.0,8.36,71820,2,1.0550206420044723,-0.0009044826561223629
9890,Major: Message,"Comedy, Drama, Sports",OVA,1.0,8.36,12282,4,-0.010873104264170388,-0.14580991203964003
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",OVA,13.0,8.36,27532,4,0.2621437863031446,-0.10869398946752398
9863,SKET Dance,"Comedy, School, Shounen",TV,77.0,8.36,101027,2,1.5779061713683786,0.07018041902019195
7674,Bakuman.,"Comedy, Romance, Shounen",TV,25.0,8.35,246899,1,4.18941567043955,0.4252082129506647
11843,Danshi Koukousei no Nichijou,"Comedy, School, Shounen, Slice of Life",TV,12.0,8.35,258914,1,4.404517174712749,0.4544506922755155
16782,Kotonoha no Niwa,"Drama, Psychological, Romance, Slice of Life",Movie,1.0,8.35,189741,1,3.166130461846331,0.28609530131938543
